premise,hypothesis,label
"Gabuɖigbalẽwo le ɔfisi dzi nam eye, ɛ̃, enye Cutty machin-chose tɔ, nenema woyɔa asisinɔ lae.",Asisinɔ aɖe lii si woyɔa be Cutty,entailment
"Gabuɖigbalẽwo le ɔfisi dzi nam eye, ɛ̃, enye Cutty machin-chose tɔ, nenema woyɔa asisinɔ lae.",Míaƒe asisinɔ aɖeke metɔ Cutty o.,contradiction
Ɖetugbui si ate ŋu kpe ɖe ŋunye lale dua ƒe akpe kemɛ.,Ɖetugbui si ƒe kpekpeɖeŋu mehiã la gbɔ dzidzi le afi sia gbɔ.,entailment
Ɖetugbui si ate ŋu kpe ɖe ŋunye lale dua ƒe akpe kemɛ.,Ɖetugbui si akpe ɖe ŋunye la gbɔ le miles 5 tso afi sia.,neutral
Ɖetugbui si ate ŋu kpe ɖe ŋunye lale dua ƒe akpe kemɛ.,Ame aɖeke mate ŋu kpe ɖe ŋunye o.,contradiction
"Womese wo nɔewo gɔme le ame siwo yia gbea dzi kple esiwo nye aƒemeviwo la nya me o, ke boŋu enye...",Woƒoe se be yewo katã yewoawɔ dɔ le agbleawo me.,contradiction
"Womese wo nɔewo gɔme le ame siwo yia gbea dzi kple esiwo nye aƒemeviwo la nya me o, ke boŋu enye...",Womete ŋu nɔ wo nɔewo gɔme sem le ame si awɔ agbledɔ kple esi awɔ aƒemedɔ nya me o.,entailment
"Womese wo nɔewo gɔme le ame siwo yia gbea dzi kple esiwo nye aƒemeviwo la nya me o, ke boŋu enye...",Womete ŋu nɔ wo nɔewo gɔme sem le ame si awɔ dɔ le ɖetigble me kple esi anɔ anyigba tutum nya la me o.,neutral
"Medi be magblɔ be wodzi vi atɔ̃, wo dome ame ɖeka ku.",Wo viwo katã tsi agbe.,contradiction
"Medi be magblɔ be wodzi vi atɔ̃, wo dome ame ɖeka ku.",Vi ɖeka le atɔ̃ dzi kuna.,entailment
"Medi be magblɔ be wodzi vi atɔ̃, wo dome ame ɖeka ku.","Vi si ku la, wodzii dɔnɔvi.",neutral
"Egblɔ be aɖatsiwo koe nɔ sasram tso ŋkuwo dzi nae eye wògblɔ be, eye wogblɔ be Joe va xɔxɔa nu.","Esi wònɔ gbɔgblɔm be woalia xɔxɔa nu la, aɖatsi nɔ ŋkuwo dzi nae.",entailment
"Egblɔ be aɖatsiwo koe nɔ sasram tso ŋkuwo dzi nae eye wògblɔ be, eye wogblɔ be Joe va xɔxɔa nu.","Esi wòtutu Joe do le xɔxɔa nu la, etutu eƒe aɖatsiwo kaba.",contradiction
"Egblɔ be aɖatsiwo koe nɔ sasram tso ŋkuwo dzi nae eye wògblɔ be, eye wogblɔ be Joe va xɔxɔa nu.",Joe kpɔkpɔ do dzidzɔ nae ale gbegbe be edze avi fafã,neutral
"Nenye be yameʋua ganɔ dzo bim hã la, nu ka tae, ɖee euh, wòabi dzo eye subunu aɖe nasre eye be kekeliŋusẽ la nadoa. ",Woate ŋu alé afɔ na kekeliŋusẽ le dzobibi me.,neutral
"Nenye be yameʋua ganɔ dzo bim hã la, nu ka tae, ɖee euh, wòabi dzo eye subunu aɖe nasre eye be kekeliŋusẽ la nadoa. ",Subunu aɖe mee kekeliŋusẽ la do le esime yameʋu la bi dzo.,entailment
"Nenye be yameʋua ganɔ dzo bim hã la, nu ka tae, ɖee euh, wòabi dzo eye subunu aɖe nasre eye be kekeliŋusẽ la nadoa. ",Kekeliŋusẽ la manya do le dzobibi me o.,contradiction
"Kpovitɔ ƒe amegã Clem Francis ye nye esi, ewɔ dɔ xɔ gbɔɖeme le US Air Force ",Amegã la nye US Air Force ƒe ame si xɔ gbɔɖeme,entailment
"Kpovitɔ ƒe amegã Clem Francis ye nye esi, ewɔ dɔ xɔ gbɔɖeme le US Air Force ",Kɔsiɖa aɖewo koe nye esia esi Amegã la xɔ gbɔɖeme.,neutral
"Kpovitɔ ƒe amegã Clem Francis ye nye esi, ewɔ dɔ xɔ gbɔɖeme le US Air Force ",Amerika ʋakɔ ƒe amegã la dze eƒe dɔa gɔme kɔsiɖa sia me.,contradiction
"ɛ̃, edzɔ le afi si mɔ eve alo etɔ̃ va le le kɔsiɖa me eye womenya afi si wole dzodzom le yiyim o.",Yameʋu siwo vana kɔsiɖa ɖeka me la wu ɖeka.,entailment
"ɛ̃, edzɔ le afi si mɔ eve alo etɔ̃ va le le kɔsiɖa me eye womenya afi si wole dzodzom le yiyim o.",Ale si yamemɔzɔzɔ le agbɔ sɔm la nye kuxi.,neutral
"ɛ̃, edzɔ le afi si mɔ eve alo etɔ̃ va le le kɔsiɖa me eye womenya afi si wole dzodzom le yiyim o.",Yameʋu aɖeke mevana gbeɖe o.,contradiction
Wowɔ woƒe numetoto kuɖe awu siwo me woɖe ya le la ŋu eye wòxɔ ɣeyiɣi nam nenye be edo awu blibo si me woɖe ya le la.,Tutu hena ɣletimenudodowo zazã blibo la yia ɣleti etɔ̃ hafi wua enu,neutral
Wowɔ woƒe numetoto kuɖe awu siwo me woɖe ya le la ŋu eye wòxɔ ɣeyiɣi nam nenye be edo awu blibo si me woɖe ya le la.,Numetoto hena ɣletimenudodo siwo me ya mele o la zazã xɔa ɣeyiɣi geɖe.,entailment
Wowɔ woƒe numetoto kuɖe awu siwo me woɖe ya le la ŋu eye wòxɔ ɣeyiɣi nam nenye be edo awu blibo si me woɖe ya le la.,Míate ŋu tu wò ɖo hena awu siwo me ya mele o la zazã tso  fifi yi ɖe ƒèa nu wuwu,contradiction
"Medi be magblɔ be afɔku aɖeke mele eme be woatsɔ nuwowo la ayi ɖe xɔ me o, elabena mete ŋu le wowo ge o, meka ŋusẽ si woatsɔ adze anyigba lae o.",Yameʋukula la tsi dzo na nuwowo la.,neutral
"Medi be magblɔ be afɔku aɖeke mele eme be woatsɔ nuwowo la ayi ɖe xɔ me o, elabena mete ŋu le wowo ge o, meka ŋusẽ si woatsɔ adze anyigba lae o.",Ŋutete aɖeke melii na nuwowo la be wòawo o,entailment
"Medi be magblɔ be afɔku aɖeke mele eme be woatsɔ nuwowo la ayi ɖe xɔ me o, elabena mete ŋu le wowo ge o, meka ŋusẽ si woatsɔ adze anyigba lae o.",Ŋutete gã aɖe lii be nuwowo la nawo.,contradiction
"Eye, ale kee esia sɔ kple nu si wɔm mele lae mahã.",Nyemenya nu si wòɖi na wò o.,contradiction
"Eye, ale kee esia sɔ kple nu si wɔm mele lae mahã.",Nye ŋutɔe dzro le ewɔm.,entailment
"Eye, ale kee esia sɔ kple nu si wɔm mele lae mahã.",Mele agbagba dzem be mawu nye tameɖoɖo la nu kɔsiɖa si gbɔna me.,neutral
"Gawu la, lãwo sina ɣe sia ɣi, vevitɔ, gbɔ̃wo.",Gbɔ̃wo sina dona le gbɔ̃kpo la me gbe sia gbe.,neutral
"Gawu la, lãwo sina ɣe sia ɣi, vevitɔ, gbɔ̃wo.",Gbɔ̃wo sina dona edziedzi.,entailment
"Gawu la, lãwo sina ɣe sia ɣi, vevitɔ, gbɔ̃wo.",Wona be gbɔ̃awo nɔ dedie le lãmesẽ me.,contradiction
"Esi míeyi eme la, ʋɔtruawo nɔ tutu.",Ʋɔtruawo katã nɔ ʋuʋu.,contradiction
"Esi míeyi eme la, ʋɔtruawo nɔ tutu.",Safuiawo le mía gbɔ.,neutral
"Esi míeyi eme la, ʋɔtruawo nɔ tutu.",Míeyi ɖe eme to egbɔ be wotu ʋuawo katã kple safui.,entailment
"Ekem, ɖe ko medze agbagba tsɔ nuƒuƒoƒoawo de flikpe me.","kakaɖedzi le asinye be ne mekpɔ nuƒuƒoƒoawo ko la, makpɔ ŋuɖoɖo na nua.",neutral
"Ekem, ɖe ko medze agbagba tsɔ nuƒuƒoƒoawo de flikpe me.",Susu aɖeke mele asinye ku ɖe ale si woawɔ kple nuƒuƒoƒoawo o; meɖe kuku miɖe egɔme nam ale be mase nu dzinya sia me.,contradiction
"Ekem, ɖe ko medze agbagba tsɔ nuƒuƒoƒoawo de flikpe me.",Mabui le ŋuɖoɖoawo nu.,entailment
Eye nu sia tso ale si vinɔawo noa aɖitama la gbɔ.,Vinɔawo nye aɖitamanolawo.,neutral
Eye nu sia tso ale si vinɔawo noa aɖitama la gbɔ.,Momeŋlɔ atike aɖeke alo tsɔ wo na vinɔawo o.,contradiction
Eye nu sia tso ale si vinɔawo noa aɖitama la gbɔ.,Vinɔawo noa aɖitama,entailment
"ɛ̃, enyo vavã; Tsi dzaa?",Tsidzadza la mele fu ɖem nam o.,neutral
"ɛ̃, enyo vavã; Tsi dzaa?",Xexea kɔ eye tsidzadza xã le eme.,entailment
"ɛ̃, enyo vavã; Tsi dzaa?",Ɣe si le bibim madzudzɔ la nyra ŋutɔ.̀,contradiction
oh home kae le amegbetɔ ƒe agbe si eye ne ate ŋu gbugbɔ ame aɖe axɔ loo alo maxɔe oa.,Agbe ɖe sia ɖe le vevie bene woada aɖinod;;o le eŋu eye be woagana mɔnukpɔkpɔ yeyee.,neutral
oh home kae le amegbetɔ ƒe agbe si eye ne ate ŋu gbugbɔ ame aɖe axɔ loo alo maxɔe oa.,Amegbetɔ aɖeke medze be woagbugbɔ axɔe o.,contradiction
oh home kae le amegbetɔ ƒe agbe si eye ne ate ŋu gbugbɔ ame aɖe axɔ loo alo maxɔe oa.,"To vovo na amexɔxɔ la, agbea le vevie.",entailment
Edo kuxi gã aɖe le wo susukpɔkplɔ me,Nyemekpɔ katsatsa ƒe kuxi sia ƒomevi kpɔ o.,neutral
Edo kuxi gã aɖe le wo susukpɔkplɔ me,Menye katsatsae nye kuxia o.,contradiction
Edo kuxi gã aɖe le wo susukpɔkplɔ me,Katsatsa manyatalenui sia he kuxi aɖe vɛ.,entailment
"Nua dze abe nu wɔnuku ene, ɛ̃. Nyemeka ɖe edzi be wote ŋu ɖe mɔ le nu siawo wɔwɔ ŋu o.",Mewɔ nuku nam be woɖe nublanuikpɔkpɔ fia o.,contradiction
"Nua dze abe nu wɔnuku ene, ɛ̃. Nyemeka ɖe edzi be wote ŋu ɖe mɔ le nu siawo wɔwɔ ŋu o.",Ewɔ nuku nam be woɖe mɔ na wo be natsɔ nu ɖuɖu kple nu nono le eme.,neutral
"Nua dze abe nu wɔnuku ene, ɛ̃. Nyemeka ɖe edzi be wote ŋu ɖe mɔ le nu siawo wɔwɔ ŋu o.",Ewɔ  nuku nam be wote ŋu do le eme.,entailment
"Oh, le esia me hã, vinyewo xɔ ƒè bla eve vɔ ɖeke kple bla eve vɔ ene fifia, ekem, nyema","Esia mehiãm o, elabena, vinyewo xɔ wu ƒè bla eve.",entailment
"Oh, le esia me hã, vinyewo xɔ ƒè bla eve vɔ ɖeke kple bla eve vɔ ene fifia, ekem, nyema",Mate ŋu xɔ wo elabena wogogo wo nɔewo le ƒè me.,neutral
"Oh, le esia me hã, vinyewo xɔ ƒè bla eve vɔ ɖeke kple bla eve vɔ ene fifia, ekem, nyema",Ele nam be mawɔe elabena wo kple eve xɔ ƒè ewo kple wuiɖeke.,contradiction
"ɛ̃, ame siwo, siwo ate ŋu nɔ dɔme le ɣeyiɣi ɖe sia ɖe alo esiwo ƒe nyametsotso woate ŋu do vlo nenye be woatso nyame la,","ɛ̃, ame siwo ate ŋu ava eme be womate ŋu wɔ nyametsotso nyuitɔwo o la.",entailment
"ɛ̃, ame siwo, siwo ate ŋu nɔ dɔme le ɣeyiɣi ɖe sia ɖe alo esiwo ƒe nyametsotso woate ŋu do vlo nenye be woatso nyame la,","Ɛ̃, ame siwo dɔ mele wuwum o la.",neutral
"ɛ̃, ame siwo, siwo ate ŋu nɔ dɔme le ɣeyiɣi ɖe sia ɖe alo esiwo ƒe nyametsotso woate ŋu do vlo nenye be woatso nyame la,",ɛ̃ ame siwo ƒe nyametsotso ŋutete meɖiɖi kpɔ o la.,contradiction
"Wome va haɖe o, wogale tsaɖiɖi dzi, wozɔ mɔ tso ƒè bla adẽawo ƒe nuwuwu ke.",Woyi ɖe togodo tsaɖiɖi tso ƒè 1970 lia ke.,entailment
"Wome va haɖe o, wogale tsaɖiɖi dzi, wozɔ mɔ tso ƒè bla adẽawo ƒe nuwuwu ke.",Wolɔ̃a togodo tsaɖiɖi. ,neutral
"Wome va haɖe o, wogale tsaɖiɖi dzi, wozɔ mɔ tso ƒè bla adẽawo ƒe nuwuwu ke.",Nyitsɔ laa wowu woƒe togodo tsaɖiɖi la nu.,contradiction
nu ka ta nàwɔ aerobic ɖoe,Ate ŋu ɖe ale si nènɔ aerobic wɔm la me na mi mahã?,entailment
nu ka ta nàwɔ aerobic ɖoe,Aerobic lé dzi nam elabena ele nam be mawɔ dɔ aɖe si ku ɖe dzi kple kawo ƒe ʋaʋa ŋuti.,neutral
nu ka ta nàwɔ aerobic ɖoe,"Meɖe kuku, dzudzɔ nuƒoƒo tso aerobic ŋu.",contradiction
"enyo, esia ya ganyo, nyemesusu esia o, ɛ̃.",Susu vlui aɖe wònye si ŋu meɖe asi le le kɔsiɖa si va yi la me.,contradiction
"enyo, esia ya ganyo, nyemesusu esia o, ɛ̃.",Nu vevi aɖee.,entailment
"enyo, esia ya ganyo, nyemesusu esia o, ɛ̃.",Nu mawɔmawɔ si dzi nètɔ asi la nye nu vevi aɖe.,neutral
"Vidaɖiƒe zi eve le kɔsiɖa me, wole eyɔm be ametsitsiwo ƒe ŋkeke, gake eyina ametsitsiwo ƒe nɔƒe.",Woʋua vidaɖiƒea gbe sia gbe na ɖevi siwo mexɔ ƒè atɔ̃ o la ɖeɖe ko.,contradiction
"Vidaɖiƒe zi eve le kɔsiɖa me, wole eyɔm be ametsitsiwo ƒe ŋkeke, gake eyina ametsitsiwo ƒe nɔƒe.","Nyateƒe me la, woɖea asi le wo ŋu wodona zi eve le kɔsiɖa ɖeka me nenye be ametsitsiawo lɔ̃ ko.",neutral
"Vidaɖiƒe zi eve le kɔsiɖa me, wole eyɔm be ametsitsiwo ƒe ŋkeke, gake eyina ametsitsiwo ƒe nɔƒe.",Ametsitsiwo daɖiƒe wonye eye woda ŋkɔ ɖe edzi be ametsitsiwo ƒe nɔƒe.,entailment
Esiae nye woƒe taɖodzinu oh,Esiae widze agbagba be yewoawɔ.,entailment
Esiae nye woƒe taɖodzinu oh,Womedi nu sia kpɔ gbeɖe o.,contradiction
Esiae nye woƒe taɖodzinu oh,Woƒe asi su woƒe taɖodzinu la dzi.,neutral
"Ne wò asi nasu tu dzi la, ele be nazã wò asi eveawo.",tu madanyuiewo ƒe afã tso ale si wozãe alɔɖekae la gbɔ.,neutral
"Ne wò asi nasu tu dzi la, ele be nazã wò asi eveawo.",Nɔnɔme nyuitɔ na tuwo zazãe nye be woawɔ afɔ eve ŋudɔ.,contradiction
"Ne wò asi nasu tu dzi la, ele be nazã wò asi eveawo.","Nenye be nèbe yeanya tu ŋudɔ nyuie la,ele be nazã wò alɔ eveawo.",entailment
"eye euh teti wotso afi aɖe vɛ, nyemenya afi si wòtso vɛ o evɔ",Nyemenya afi si esia tso o gake la etsɔ nyuie.,entailment
"eye euh teti wotso afi aɖe vɛ, nyemenya afi si wòtso vɛ o evɔ",Ele vavam kabakaba evɔ nyemenya asi si wòtso o.,neutral
"eye euh teti wotso afi aɖe vɛ, nyemenya afi si wòtso vɛ o evɔ",Egbɔna abe ahũ ene eye menye ɣeyiɣi si tututu wòava ɖo.,contradiction
"ao, le nyateƒe me la, nyemenyae o, nyemebui o",Nyemenya nu gã aɖe ku ɖe eŋu o.,entailment
"ao, le nyateƒe me la, nyemenyae o, nyemebui o",Ɖekemanyala menye le lɔlɔ̃nyawo me,neutral
"ao, le nyateƒe me la, nyemenyae o, nyemebui o",Mele esram ƒè geɖewoe nye esia.,contradiction
"ɛ̃, ame nyui ŋutɔ wonye, ènya, e",Mesusu be enya be amenyui yenye,neutral
"ɛ̃, ame nyui ŋutɔ wonye, ènya, e","Ao, enyra ku ŋutɔ",contradiction
"ɛ̃, ame nyui ŋutɔ wonye, ènya, e","ɛ̃, ame nyui ŋutɔ wònye",entailment
"ɛ̃, edoe ɖa be wonetsɔ euh afɔtutunu ɖeka esi miazã",Edoe ɖa be woneƒle ʋuʋugbɔ̃mɔ,contradiction
"ɛ̃, edoe ɖa be wonetsɔ euh afɔtutunu ɖeka esi miazã",Edoe ɖa be wonedi afɔtutunu,entailment
"ɛ̃, edoe ɖa be wonetsɔ euh afɔtutunu ɖeka esi miazã",Enɔ didim be yeatutu ʋua kple anyigbatutunu,neutral
"ŋutifafa mele teƒe sia o, woda tu fifi laa le mɔ̃ gã la dzi le aƒe etɔ̃ dometsotso tso míatɔ gbɔ",Tudada la va eme le teƒe si dzidzi mile 100 tso gbɔnye,contradiction
"ŋutifafa mele teƒe sia o, woda tu fifi laa le mɔ̃ gã la dzi le aƒe etɔ̃ dometsotso tso míatɔ gbɔ",Tudada la tsɔ ɖe nye aƒe gbɔ eye wodo vɔvɔ̃ nam ale gbegbe be meɖe mɔ nam be mado o.,neutral
"ŋutifafa mele teƒe sia o, woda tu fifi laa le mɔ̃ gã la dzi le aƒe etɔ̃ dometsotso tso míatɔ gbɔ","Woda tu le gbɔnye, nyateƒeme la, teƒe sia menyo o",entailment
euh-huh nyawoe me meɖo gɔmesese tututu o,"Nyemeda asi ɖe wò nya dzi o, nua ɖo gɔmesese",contradiction
euh-huh nyawoe me meɖo gɔmesese tututu o,Mekpɔ be wònya dzɔ le eƒe gɔmesese ɖoɖo ta.,neutral
euh-huh nyawoe me meɖo gɔmesese tututu o,Wò nya dzɔ be womele gɔwo me sem o,entailment
Mele agbagba dzem be maku ɖe eŋu,Mele agbagba dzem be maku ɖe eŋu,entailment
Mele agbagba dzem be maku ɖe eŋu,Mele tɔnye sinu wɔm,neutral
Mele agbagba dzem be maku ɖe eŋu,Maŋlɔ nya sia be eye nyemagakpɔ megbe gbeɖe o,contradiction
Míele asi sɔm ɖe míaƒe gege ɖe tsɔmeɖaŋununyawɔnawo me,Míele nu siwo le vevie hena gege ɖe tsɔmeɖaŋununyawo me ɖoɖo la tum,entailment
Míele asi sɔm ɖe míaƒe gege ɖe tsɔmeɖaŋununyawɔnawo me,"Miele trãzistɔwo wɔm, ale míaƒe tsɔme la anɔ nunya madzɔlaƒewo kpɔkplɔ te",neutral
Míele asi sɔm ɖe míaƒe gege ɖe tsɔmeɖaŋununyawɔnawo me,Míele didim be míaxe mɔ na aɖaŋununya bene mega ɖu dzi o,contradiction
"Le kpɔɖeŋu me, le kɔkɔƒe la, ameŋunukuiwo atrɔ violɛ","Le kɔkɔƒe la, ameŋunukuiawo ƒe afã koe atrɔ violɛ",contradiction
"Le kpɔɖeŋu me, le kɔkɔƒe la, ameŋunukuiwo atrɔ violɛ",Ate ŋu vca eme be ameŋunukuiawo natrɔ amadede faa,entailment
"Le kpɔɖeŋu me, le kɔkɔƒe la, ameŋunukuiwo atrɔ violɛ","ɣe aɖewo :gi la, ameŋunukuiawo atrɔ blɔ faa",neutral
Daniel Yamins nye ɖekakpui akɔŋutabula triakɔ aɖe,M. Yamins tre le akɔŋutabubu me ŋutɔ,entailment
Daniel Yamins nye ɖekakpui akɔŋutabula triakɔ aɖe,M. Yamins ku eɖokui ɖe flinutatakɔŋutabubu ŋu,neutral
Daniel Yamins nye ɖekakpui akɔŋutabula triakɔ aɖe,M. Yamins's nye aɖaŋunutala gã gake mesesẽ le akɔŋtabubu me o,contradiction
"Eye nenye be ele nenema la, ɖee wogogona liƒoa edziedzia?",Menya be wometena ɖe liƒo la ŋu gbeɖe o,contradiction
"Eye nenye be ele nenema la, ɖee wogogona liƒoa edziedzia?","Medi be manya, wonɔa Angleterre edziedzia?",neutral
"Eye nenye be ele nenema la, ɖee wogogona liƒoa edziedzia?","Nuƒola la dzro be yeaɖe nume ku ɖe ale si edziedzi la, woɖo woƒe sẽƒe kloe la ŋu",entailment
Eye mesusu be nuŋunukui aɖe lii le anyigbadzi nugbagbewo gbɔ si nana be wodzia tẽe le nɔnɔme si fia be wole ʋiʋlim na agbetsitsi na dzidzime aɖe si le ta kekem la ta.,Anyigbadzi nugbagbewo le tɔtrɔm fũu,entailment
Eye mesusu be nuŋunukui aɖe lii le anyigbadzi nugbagbewo gbɔ si nana be wodzia tẽe le nɔnɔme si fia be wole ʋiʋlim na agbetsitsi na dzidzime aɖe si le ta kekem la ta.,Dzodzo si li nue anyigbadzi nugbagbewo trɔna lena,neutral
Eye mesusu be nuŋunukui aɖe lii le anyigbadzi nugbagbewo gbɔ si nana be wodzia tẽe le nɔnɔme si fia be wole ʋiʋlim na agbetsitsi na dzidzime aɖe si le ta kekem la ta.,Anyigbadzi nugbagbewo metrɔna gbeɖe o,contradiction
"Le kpotiti sia nu la, ahuhɔ̃enu aɖeke mate ŋu lɔ nyadzɔdzɔ geɖe ɖe eme o",Ahuhɔ̃enu dzɔdzɔewo nye nyalesafui siwo xɔa agba sɔgbɔ ,contradiction
"Le kpotiti sia nu la, ahuhɔ̃enu aɖeke mate ŋu lɔ nyadzɔdzɔ geɖe ɖe eme o",Ahuhɔ̃enu dzɔdzɔewo menyo na nyalélé o,entailment
"Le kpotiti sia nu la, ahuhɔ̃enu aɖeke mate ŋu lɔ nyadzɔdzɔ geɖe ɖe eme o",Nyalésafui bubuwo lii siwo nye atukpanuwo hena anyigbanunya nyawo lélé ɖi to kekelilɔdzewo dzi,neutral
"Le esia nu la, menyo be ametsitsiwo nafia ale si wowɔa aye la ɖevi siwo adze abɔsokpo gɔme o, abe ale si wowɔnae ɣe aɖewo ɣi ahenɔ kpekpeɖeŋu nam wo le puzzle wɔwɔ kple esiawo tɔgbi me ene o",ɖevi siwo tsi hena abɔsokpoyiyi la sesẽ hena ŋuɖoɖokpɔkpɔ na fefe siwo nyena aɖaŋunuwo hewu esiwo nyena nudetometyɔwo,contradiction
"Le esia nu la, menyo be ametsitsiwo nafia ale si wowɔa aye la ɖevi siwo adze abɔsokpo gɔme o, abe ale si wowɔnae ɣe aɖewo ɣi ahenɔ kpekpeɖeŋu nam wo le puzzle wɔwɔ kple esiawo tɔgbi me ene o",Ɖevi siwo tsi na abɔsokpoyiyi la mehiã kpekpeɖe geɖe hafi anya ale si wowɔa ayee o,entailment
"Le esia nu la, menyo be ametsitsiwo nafia ale si wowɔa aye la ɖevi siwo adze abɔsokpo gɔme o, abe ale si wowɔnae ɣe aɖewo ɣi ahenɔ kpekpeɖeŋu nam wo le puzzle wɔwɔ kple esiawo tɔgbi me ene o",Ɖevi siwo le abɔsokpo de ge la ƒe susu metsi ale teƒewo o alebe woate ŋu awɔ puzzle esi ametsitsi makpe ɖe wo ŋu o,neutral
Wotu [dukɔ sia] le vovokpɔkpɔ me nya sia nu be amegbetɔwo katã le sɔsɔe,"Nya siwo kiu ɖe esia ŋu la, woŋlɔ wo ɖe agbalẽ bubu geɖe me.",neutral
Wotu [dukɔ sia] le vovokpɔkpɔ me nya sia nu be amegbetɔwo katã le sɔsɔe,Ame aɖewo bunae be amewo katã sɔ,entailment
Wotu [dukɔ sia] le vovokpɔkpɔ me nya sia nu be amegbetɔwo katã le sɔsɔe,Wotu dukɔ sia le xɔse sia nu be ame aɖewo nyo wu ame mlɔeawo,contradiction
Ɖee wòhiã be magakafui ɖe edzia?,Meka ɖe edzi kemkem kloe be mele edzi ɖu ge le echec ƒe fefe sia me,contradiction
Ɖee wòhiã be magakafui ɖe edzia?,mele dokuinye biam be ɖee wogahiã dzesidede tso asinye wu mahã?,entailment
Ɖee wòhiã be magakafui ɖe edzia?,ɖee wòle be makafui ɖe edzi le ale si wòsrɔ̃ sãŋku nyuie la ta mahã?,neutral
woate ŋu tu togodo kadede nublawonɔewo le didime vovovo nu,Woate ŋu zã didime bubuwo ahatu nudoɖakpɔ na spin ƒe kadedenublawonɔewo,entailment
woate ŋu tu togodo kadede nublawonɔewo le didime vovovo nu,Spin ƒe nublawonɔewo le vevie ŋutɔ hena aɖaŋuɖenunya si kpɔa nyalénuwo gbɔ,neutral
woate ŋu tu togodo kadede nublawonɔewo le didime vovovo nu,Womate ŋu susu spin ƒe nublawonɔewo le didime vovovo nu o,contradiction
"(kple dzodzoewɔwɔ) ao, ao, nyemedi be nàku o!",Nyemedi be nàku o !,entailment
"(kple dzodzoewɔwɔ) ao, ao, nyemedi be nàku o!","Ne nèku la, mekam o !",contradiction
