premise,hypothesis,label
"Burya ubuzima bwabantu bufite agaciro, kandi niba ushobora kugorora umuntu",Ntabantu bakwiriye kugororwa,contradiction
"Burya ubuzima bwabantu bufite agaciro, kandi niba ushobora kugorora umuntu",Hatitawe kukugorora ubuzima bufite akahe agaciro,entailment
yewe mwana ufite ikibazo kidasanzwe cyo gukoresha insinga,mbere sinigeze mbona ikibazo nkiki cyo gukoresha insinga ,neutral
yewe mwana ufite ikibazo kidasanzwe cyo gukoresha insinga,Gukoresha insinga ntabwo arikibazo,contradiction
yewe mwana ufite ikibazo kidasanzwe cyo gukoresha insinga,Hari ikibazo cyatewe no gukoresha insinga zidasanzwe,entailment
"Byumvikana nkibishimishije cyane,yego birantangaje kubona ibintu bingahe bazemera",Ntabwo ntangazwa na gato nuko babyihanganiye,contradiction
"Byumvikana nkibishimishije cyane,yego birantangaje kubona ibintu bingahe bazemera",Natangajwe nuko bakwemereye kuhatwara ibiryo nibinyobwa,neutral
"Byumvikana nkibishimishije cyane,yego birantangaje kubona ibintu bingahe bazemera",Ndatangajwe nibyo bashobora gukuramo,entailment
yewe ariko uko byagenda kose um abana banjye ubu bafite makumyabiri numwe na makumyabiri nine ubwo ndumva ataringombwa,Ntabwo aringombwa kuko abana banjye barengeje imyaka makumyabiri,entailment
yewe ariko uko byagenda kose um abana banjye ubu bafite makumyabiri numwe na makumyabiri nine ubwo ndumva ataringombwa,Nshobora kubikora kuva begeranyije imyaka,neutral
yewe ariko uko byagenda kose um abana banjye ubu bafite makumyabiri numwe na makumyabiri nine ubwo ndumva ataringombwa,Ningombwa kuva bombi bafite imyaka icumi na cumi n'umwe,contradiction
yego abantu bashoboraga kuba kukazi umwanya uwariwo wose cyangwa ibyemezo byabo bishobora gutekerezwaho mugihe bagomba gufata icyemezo,"Yego, abantu badashobora gutanga urubanza rufatika",entailment
yego abantu bashoboraga kuba kukazi umwanya uwariwo wose cyangwa ibyemezo byabo bishobora gutekerezwaho mugihe bagomba gufata icyemezo,"Yego, abantu bashobora kuba badashonje",neutral
yego abantu bashoboraga kuba kukazi umwanya uwariwo wose cyangwa ibyemezo byabo bishobora gutekerezwaho mugihe bagomba gufata icyemezo,"Yego, abantu bafite ubushobozi bwo gufata ibyemezo ntibigera babangamrwa",contradiction
oya baracyariho baracyari murugendo bazenguruka kuva mu mpera za mirongo itandatu,Batangiye urugendo bazenguruka kuva mbere ya 1970,entailment
oya baracyariho baracyari murugendo bazenguruka kuva mu mpera za mirongo itandatu,Bakunda gukora ingendo,neutral
oya baracyariho baracyari murugendo bazenguruka kuva mu mpera za mirongo itandatu,Baheruka kurangiza urugendo rwabo ubu vuba,contradiction
Nigute wakora imyitozo,Urashobora gusobanura uburyo wakora imyitozo?,entailment
Nigute wakora imyitozo,Nshishikajwe na imyitozo kuko nkeneye ibikorwa bimwe na bimwe byumutima,neutral
Nigute wakora imyitozo,"Nyamuneka ureke kuvuga ibyerekeye imyitozo
",contradiction
Nibyiza ko aribyo byiza ntabwo narinarigeze mbitekerezaho yego,Icyo nigitekerezo kitafatika nirengagije icyumweru gishize,contradiction
Nibyiza ko aribyo byiza ntabwo narinarigeze mbitekerezaho yego,Iyo ni ingingo nziza,entailment
Nibyiza ko aribyo byiza ntabwo narinarigeze mbitekerezaho yego,Amayoberane uvuga ni ingingo nziza,neutral
amashuri yincuke iminsi ibiri mu cyumweru babyita umunsi wabaturage bakuru wamashuri yincuke ariko akajya mu ikigo cy'abenegihugu bakuru,Ikigo cyo kwita ku bana bakora buri munsi kubana bari munsi yimyaka itanu gusa,contradiction
amashuri yincuke iminsi ibiri mu cyumweru babyita umunsi wabaturage bakuru wamashuri yincuke ariko akajya mu ikigo cy'abenegihugu bakuru,Babemerera kujyayo inshuro zirenga ebyiri mu cyumweru niba abageze mu zabukuru babishoboye,neutral
amashuri yincuke iminsi ibiri mu cyumweru babyita umunsi wabaturage bakuru wamashuri yincuke ariko akajya mu ikigo cy'abenegihugu bakuru,Bavuga ko ari umunsi mukuru wo kwita kubageze mu zabukuru ariko byitwa ikigo gikuru,entailment
iyo niyo yari intego yabo oh,Nibyo baharaniraga,entailment
iyo niyo yari intego yabo oh,Ntabwo aribyo bifuzaga,contradiction
iyo niyo yari intego yabo oh,Bashoboye kugeze ku ntego zabo,neutral
Kugenzura imbunda bikeneye gukoresha amaboko abiri,Kimwe cya kabiri mumakosa yimbunda bituruka kumikoreshereze yukuboko kumwe,neutral
Kugenzura imbunda bikeneye gukoresha amaboko abiri,Inzira nziza igana kugenzura imbunda ni ugukoresha amaguru yombi,contradiction
Kugenzura imbunda bikeneye gukoresha amaboko abiri,Koresha amaboko yombi niba ushaka kwitoza kugenzura imbunda,entailment
kandi uh ariko bitunguranye biva ahantu ntazi aho biva ariko,Sinzi aho bituruka ariko birihuta,entailment
kandi uh ariko bitunguranye biva ahantu ntazi aho biva ariko,Biza byihuse ariko nzi aho bishobora guturuka,neutral
kandi uh ariko bitunguranye biva ahantu ntazi aho biva ariko,Biza nka molase kandi nzi neza igihe bizazira,contradiction
oya mubyukuri ntanubwo mbimenyereye simbikeka,Ntacyonzi kubiganye nabyo,entailment
oya mubyukuri ntanubwo mbimenyereye simbikeka,Ndi injiji mubijyanye nibyurukundo,neutral
oya mubyukuri ntanubwo mbimenyereye simbikeka,Maze imyaka myinshi mbyiga,contradiction
yego urabizi ko yari akomeye ,Ntekereza ko azi ko yari akomeye,neutral
yego urabizi ko yari akomeye ,Oya yari ateye ubwoba,contradiction
yego urabizi ko yari akomeye ,Yego yari mwiza cyane,entailment
yego yatanze igitekerezo cyo kubona uh um a uh um umukoropesho warigukoreshwa,Yatanze igitekerezo cyokugura icyuho,contradiction
yego yatanze igitekerezo cyo kubona uh um a uh um umukoropesho warigukoreshwa,Yatanze igitekerezo cyo gushaka umukoropesho,entailment
yego yatanze igitekerezo cyo kubona uh um a uh um umukoropesho warigukoreshwa,Yashakaga kuhasukura amaraso akoresheje umukoropesho,neutral
nibibi rwose kubona hanze harabaye irasa hafi mu ibice bitatu uturuka iwacu,Ibyokurasa byibuze byabaye ibirometero 100 uvuye aho ntuye,contradiction
nibibi rwose kubona hanze harabaye irasa hafi mu ibice bitatu uturuka iwacu,Iraswa ryari hafi y'urugo rwanjye kandi byanteye ubwoba bwo kujya hanze/gusohoka,neutral
nibibi rwose kubona hanze harabaye irasa hafi mu ibice bitatu uturuka iwacu,"Habayeho kurasa hafi y'urugo rwanjye, mubyukuri ntabwo bimeze neza muri kano gace",entailment
uh-huh nibyo rwose ntabwo mubyukuri uh bihoraho,"Ntabwo nemeranya nawe, bihoraho",contradiction
uh-huh nibyo rwose ntabwo mubyukuri uh bihoraho,Ndatekereza ko ushobora kuba ufite ukuri kubijyanye no guhuzagurika kwayo,neutral
uh-huh nibyo rwose ntabwo mubyukuri uh bihoraho,Uvuze ukuri kubyerekeranye nubuhamye bwabyo,entailment
Ndikugerageza kubyihanganira ,Ndagerageza kwihangana,entailment
Ndikugerageza kubyihanganira ,Nukuri nkora uko nshoboye,neutral
Ndikugerageza kubyihanganira ,Nzabyirengagiza kandi sinzigera nsubiza amaso inyuma,contradiction
Tuzabona ibyinjiriro bwacu  mugihe kizaza cyikoranabuhanga,Turimo kubaka ibanziriza ryibikenewe kubera ejo hazaza h'ikoranabuhanga,entailment
Tuzabona ibyinjiriro bwacu  mugihe kizaza cyikoranabuhanga,"Twubaka tristoriste, kugirango ejo hazaza hazayoborwe na AI",neutral
Tuzabona ibyinjiriro bwacu  mugihe kizaza cyikoranabuhanga,Turashaka kwirinda ko ikoranabuhanga ritazatsinda,contradiction
"Kurugero, ntarengwa, ingirabuzimafatizo zose zihinduka ibara ry'umuyugubwe","Mugihe ntarengwa, kimwe cya kabiri cyingirabuzimafatizo zishobora guhinduka mwibara ry'umuyugubwe",contradiction
"Kurugero, ntarengwa, ingirabuzimafatizo zose zihinduka ibara ry'umuyugubwe",Birashoboka ko ingirabuzimafatizo  zihindura ibara,entailment
"Kurugero, ntarengwa, ingirabuzimafatizo zose zihinduka ibara ry'umuyugubwe","Rimwe na rimwe, ingirabuzimafatizo zishobora guhinduka zikaba ubururu",neutral
Daniel Yamins numusore mwiza uzi imibare,Mr Yamins ni umuhanga mu mibare,entailment
Daniel Yamins numusore mwiza uzi imibare,Bwana Yamins yibandaho ni algebraic geometrie,neutral
Daniel Yamins numusore mwiza uzi imibare,"Bwana Yamins ni umuhanzi ukomeye, ariko numuhanga mubi cyane mumibare ",contradiction
"Niba kandi aribyo, akenshi baba bari hafi yumupaka?",Nziko bataja bigera bagenda hafi yumupaka,contradiction
"Niba kandi aribyo, akenshi baba bari hafi yumupaka?","Ndashaka kumenya, akenshi baba bari mubwongereza?",neutral
"Niba kandi aribyo, akenshi baba bari hafi yumupaka?",Umuvugizi yashakaga ibisobanuro byerekana ninshuro bajya hafi yumupaka,entailment
"Kandi, ndatekereza ko hari ibimenyetso bya molekuline byerekana ko urusobe rw'ibinyabuzima rukomeje kwiyubaka mu butegetsi bwarokotse kugira ngo rukwirakwize imirongo",Ibinyabuzima birahinduka cyane,entailment
"Kandi, ndatekereza ko hari ibimenyetso bya molekuline byerekana ko urusobe rw'ibinyabuzima rukomeje kwiyubaka mu butegetsi bwarokotse kugira ngo rukwirakwize imirongo",Ibinyabuzima birahinduka ukurikije ubushyuhe,neutral
"Kandi, ndatekereza ko hari ibimenyetso bya molekuline byerekana ko urusobe rw'ibinyabuzima rukomeje kwiyubaka mu butegetsi bwarokotse kugira ngo rukwirakwize imirongo",Ibinyabuzima ntibijya bihinduka,contradiction
"Hamwe no gusimbuka, kristu/icyuma gisanzwe ntigishobora kubika amakuru menshi",Kirisiti zisanzwe zifasha hanini mukubika amakuru menshi cyane,contradiction
"Hamwe no gusimbuka, kristu/icyuma gisanzwe ntigishobora kubika amakuru menshi",Kirisiti zisanzwe ntabwo ari ingirakamaro cyane mukubika amakuru,entailment
"Hamwe no gusimbuka, kristu/icyuma gisanzwe ntigishobora kubika amakuru menshi",Hariho ubundi bwoko bwa kristu zifite akamaro kanini mukubika amakuru ya geografiya ukoresheje imirasire ya laser,neutral
"Kubwibyo, abantu bakuru ntibakwiriye kwitwaza ugutoza abazajya mumashuri abanza, nkuko rimwe na rimwe babikora mugihe babafasha kumenya ibisubizo cyangwa indi mirimo isa",Abanyeshyuri bamashuri abanza asanzwe bashobora gukemura ibisakuzo kuruta gukina imikino yo kwigira,contradiction
"Kubwibyo, abantu bakuru ntibakwiriye kwitwaza ugutoza abazajya mumashuri abanza, nkuko rimwe na rimwe babikora mugihe babafasha kumenya ibisubizo cyangwa indi mirimo isa",Abanyeshyuri bamashuri abanza ntibakeneye ubufasha bwinshi bwo kwiga kwitwaza,entailment
"Kubwibyo, abantu bakuru ntibakwiriye kwitwaza ugutoza abazajya mumashuri abanza, nkuko rimwe na rimwe babikora mugihe babafasha kumenya ibisubizo cyangwa indi mirimo isa",Abanyeshuri bamashuri atangira ntabgo bafite ubumenyi bukenewe bwo kwerekana imiterere kugirango bamenye ibisubizo bonyine,neutral
[Iki Gihugu] cyasamwe mumudendezo no kwitanga kandi jyitangira igitekerezo cy'uko abantu bose baremwe kimwe,Inyandiko zerekeye iki cyifuzo zanditswe mu nyandiko nyinshi zinyongera,neutral
[Iki Gihugu] cyasamwe mumudendezo no kwitanga kandi jyitangira igitekerezo cy'uko abantu bose baremwe kimwe,Hari abantu bamwe bizeraga ko abantu bose bangana,entailment
[Iki Gihugu] cyasamwe mumudendezo no kwitanga kandi jyitangira igitekerezo cy'uko abantu bose baremwe kimwe,Iki gihugu cyashingiye ku myizerere ivuga ko hari abantu bamwe basanzwe baruta abandi,contradiction
Hari ubwo kwiriye kumuhimbaza cyane?,Nzi neza ko nkeneye kumutsinda kubera kunanirwa kwe,contradiction
Hari ubwo kwiriye kumuhimbaza cyane?,Ndimo nibaza niba akeneye ko mushimira cyane,entailment
Hari ubwo kwiriye kumuhimbaza cyane?,Harubwo nkwiriye kumushimira cyane kubikorwa bya piyano?,neutral
Urusobekerane rw'urusobekerane rushobora kubakwa mubipimo bikomeye,Ibindi bipimo birashobora gukoreshwa mukubaka imiyoboro y'urusobe,entailment
Urusobekerane rw'urusobekerane rushobora kubakwa mubipimo bikomeye,Imiyoboro y'urusobe ni ingirakamaro cyane muburyo bwo kubika amakuru,neutral
Urusobekerane rw'urusobekerane rushobora kubakwa mubipimo bikomeye,Imiyoboro izunguruka ntishobora gutekerezwa mubipimo bitandukanye,contradiction
"(mu buryo buteye ubwoba) Oya, oya, sinshaka ko upfa!",Sinshaka ko upfa!,entailment
"(mu buryo buteye ubwoba) Oya, oya, sinshaka ko upfa!",Ntabwo mbyitayeho nupfa,contradiction
"(mu buryo buteye ubwoba) Oya, oya, sinshaka ko upfa!",Byambabaza cyane uramutse upfuye!,neutral
"Yaramanitswe ku mugaragaro ku ya 19 Werurwe 1875, i San Jose, muri Californiya",Californiya yakoraga iyicwa rusange kugeza mu 1875,entailment
"Yaramanitswe ku mugaragaro ku ya 19 Werurwe 1875, i San Jose, muri Californiya",Yagizwe umwere ku bikorwa byose bibi yakoze maze yoherezwa mu nziraye,contradiction
"Yaramanitswe ku mugaragaro ku ya 19 Werurwe 1875, i San Jose, muri Californiya",Yamanitswe azira kwigomeka no kwiba amafarasi,neutral
"Mu butegetsi bw'akajagari, inyanja y'icyatsi kibisi irakwirakwira",Inyanja yari ifite ubururu bwimbitse kandi yoroshye nk'ikirahure,contradiction
"Mu butegetsi bw'akajagari, inyanja y'icyatsi kibisi irakwirakwira",Inyanja yari yuzuyemo amafi mato yikubitaga ku bwato,neutral
"Mu butegetsi bw'akajagari, inyanja y'icyatsi kibisi irakwirakwira",Inyanja yari icyatsi kandi ibonekamo ugusebura ,entailment
Icyemezo gishya rwose cyemewe n'amategeko cyifuzaga gukora uko cyakabaye kuva mu mvururu zo mu myaka ya za 1860,"Mu myaka ya za 1870, amategeko yose yari yarasenyutse kandi igihugu cyarimo akaduruvayo ",contradiction
Icyemezo gishya rwose cyemewe n'amategeko cyifuzaga gukora uko cyakabaye kuva mu mvururu zo mu myaka ya za 1860,Imyaka ya 1860 yari igihe cy'imivurungano,entailment
Icyemezo gishya rwose cyemewe n'amategeko cyifuzaga gukora uko cyakabaye kuva mu mvururu zo mu myaka ya za 1860,Iteka rishya ry’amategeko ryifuzaga kwagura uburenganzira bw’umurimo,neutral
"Yagaragaje ko uburyo ubwo ari bwo bwose bwo mu rwego rwo hejuru bwo gutekereza, rst igaragara mu itumanaho rusange, hagati y’umwana n’abahagarariye umuco we mu gihe bakora ibikorwa bihuriweho.",Abana ntibashobora gusangira uburyo bwo gutekereza buri hejuru ,contradiction
"Yagaragaje ko uburyo ubwo ari bwo bwose bwo mu rwego rwo hejuru bwo gutekereza, rst igaragara mu itumanaho rusange, hagati y’umwana n’abahagarariye umuco we mu gihe bakora ibikorwa bihuriweho.",Uburobyi nigikorwa kimwe kizwi gisangiwe mumico myinshi itandukanye,neutral
"Yagaragaje ko uburyo ubwo ari bwo bwose bwo mu rwego rwo hejuru bwo gutekereza, rst igaragara mu itumanaho rusange, hagati y’umwana n’abahagarariye umuco we mu gihe bakora ibikorwa bihuriweho.",Kugabana ibikorwa bisanzwe rimwe na rimwe bifasha mugusangira uburyo bwo hejuru bwo gutekereza,entailment
"Uturere tumwe na tumwe twari dufite rezadores cyangwa rezadoras, abayobozi b'umwuka bayoboye abaturage mu masengesho yo gushyingura, kwizihiza umunsi w'abatagatifu n'igihe cyose padiri batabonetse",Nta n'umwe mu baturanyi bari bafite abayobozi b'umwuka batari abapadiri,contradiction
"Uturere tumwe na tumwe twari dufite rezadores cyangwa rezadoras, abayobozi b'umwuka bayoboye abaturage mu masengesho yo gushyingura, kwizihiza umunsi w'abatagatifu n'igihe cyose padiri batabonetse",Uturere tumwe na tumwe twari dufite abayobozi b'umwuka batari abapadiri,entailment
"Uturere tumwe na tumwe twari dufite rezadores cyangwa rezadoras, abayobozi b'umwuka bayoboye abaturage mu masengesho yo gushyingura, kwizihiza umunsi w'abatagatifu n'igihe cyose padiri batabonetse",Bamwe mu bayobozi b'umwuka bari bafite umusatsi wirabura,neutral
"Mu ikinamico ya sociodramatike nayo, amahirwe yo gukina no guhuza inshingano zitandukanye birashoboka ko bifasha abana gusobanukirwa itandukaniro no gutandukanya abantu mubyifuzo, imyizerere, n'amarangamutima",Abana barashobora kwiga uburyo abantu basa kandi nuko batandukanye,entailment
"Mu ikinamico ya sociodramatike nayo, amahirwe yo gukina no guhuza inshingano zitandukanye birashoboka ko bifasha abana gusobanukirwa itandukaniro no gutandukanya abantu mubyifuzo, imyizerere, n'amarangamutima",Abana barashobora kubona uburyo amoko atandukanye agiye atandukanye,neutral
"Mu ikinamico ya sociodramatike nayo, amahirwe yo gukina no guhuza inshingano zitandukanye birashoboka ko bifasha abana gusobanukirwa itandukaniro no gutandukanya abantu mubyifuzo, imyizerere, n'amarangamutima",Abana ntibashobora kwiga ikintu na kimwe,contradiction
"Ingeso nziza cyane y’itegeko nshinga ry’Ubudage nyuma y’intambara, ni yo mpamvu yahitanye abantu benshi ku butegetsi bw’Abanazi",Ubutegetsi bw'Abanazi bwarabyemeje,contradiction
"Ingeso nziza cyane y’itegeko nshinga ry’Ubudage nyuma y’intambara, ni yo mpamvu yahitanye abantu benshi ku butegetsi bw’Abanazi",Ubutegetsi bw'Abanazi bwishe abantu bose babigizemo uruhare,neutral
"Ingeso nziza cyane y’itegeko nshinga ry’Ubudage nyuma y’intambara, ni yo mpamvu yahitanye abantu benshi ku butegetsi bw’Abanazi",Ubutegetsi bw'Abanazi bwarabihagaritse,entailment
umwana Sonja yatangiye kwigana uburakari bw'umukobwa we,Nta muntu n'umwe wari ufite uburakari,contradiction
umwana Sonja yatangiye kwigana uburakari bw'umukobwa we,Sonja ni umwana,entailment
umwana Sonja yatangiye kwigana uburakari bw'umukobwa we,Sonja yararakaye,neutral
