premise,hypothesis,label
"Na mɛyɛ baako pɛ, na menkoa na medi afidie no ho dwuma, na nhwehwɛmu nhyiamudan nketekete ɛwɔ soro.",Nhwehwɛmu no baa awie wɔ nhyiamudan nketewa a ɛwɔ soro no mu.,entailment
"Na mɛyɛ baako pɛ, na menkoa na medi afidie no ho dwuma, na nhwehwɛmu nhyiamudan nketekete ɛwɔ soro.",Yɛn mu ketewa bi na yɛbetumi ahwɛ ahwɛsofoɔ nhwehwɛmu no.,contradiction
"Meyɛ, Owura Panin Sergeant, a ɔkɔ ahomegyeɛ mu, sɛneɛ Rick kaɛ no.",Mekɔ so ara yɛ adwuma besi nnɛ. ,contradiction
"Meyɛ, Owura Panin Sergeant, a ɔkɔ ahomegyeɛ mu, sɛneɛ Rick kaɛ no.",Mekɔɔ ahomegyeɛ mu wɔ afe 2002 mu.,neutral
"Meyɛ, Owura Panin Sergeant, a ɔkɔ ahomegyeɛ mu, sɛneɛ Rick kaɛ no.",Rock ka kyerɛɛ wo sɛ megyae adwuma. ,entailment
"Na sikasɛm bikɔ so wɔ me pon so, na ɛyɛ Cutty dea, saa na ɔdetɔfoɔ no din di.",Cutty ɔdetɔni no nya $10000 wɔ bosome mu. ,neutral
"Na sikasɛm bikɔ so wɔ me pon so, na ɛyɛ Cutty dea, saa na ɔdetɔfoɔ no din di.",Ɔdetɔni bi wɔ hɔ a yɛfrɛ no Cutty.,entailment
"Na sikasɛm bikɔ so wɔ me pon so, na ɛyɛ Cutty dea, saa na ɔdetɔfoɔ no din di.",Yɛn ni ɔdetɔni biara a yɛfrɛ no Cutty.,contradiction
Abaayewa noa ɔbetumi aboa me no wɔ kuro no fa nohoa.,Abaayewa a mehia ne mboa fri ne hɔ no te akyirikyiri.,entailment
Abaayewa noa ɔbetumi aboa me no wɔ kuro no fa nohoa.,Abaayewa a wɔbɛ boa  me no te ɛkwansini num akyiri. ,neutral
Abaayewa noa ɔbetumi aboa me no wɔ kuro no fa nohoa.,Obiara nni hɔ a ɔbetumi aboa me.,contradiction
"Nanso na wɔn mu akyɛ esiane wɔn a ɛwɔ sɛ ɔyɛ adwuma wɔ abonten ne mmofra a ɔwɔ fie, na ayɛ sɛ--",Wɔn nyinaa penee so sɛ wɔbɛyɛ adwuma no wɔ asasetam no mu.,contradiction
"Nanso na wɔn mu akyɛ esiane wɔn a ɛwɔ sɛ ɔyɛ adwuma wɔ abonten ne mmofra a ɔwɔ fie, na ayɛ sɛ--",Wɔn ampene so wɔ nea ɔbeyɛ asasetam mu somfo ne nea ɛsɛ sɛ ɔtra fie no.,entailment
"Nanso na wɔn mu akyɛ esiane wɔn a ɛwɔ sɛ ɔyɛ adwuma wɔ abonten ne mmofra a ɔwɔ fie, na ayɛ sɛ--",Wɔn apenee so wɔ nea ɔbeyɛ adwuma wɔ asaawa afum no mu ne nea ɛsɛ sɛ ɔsiesie fam hɔ no.,neutral
"Mekyerɛ sɛ na wɔwɔ, ɛtesɛ, na wɔwɔ mmɔfra num, na mmofra no baako wuuɛ. ",Ne mmɔfraa no nyinaa nyaa nkwa.,contradiction
"Mekyerɛ sɛ na wɔwɔ, ɛtesɛ, na wɔwɔ mmɔfra num, na mmofra no baako wuuɛ. ",Abɔfra baako wuuɛ wɔ enum no mu.,entailment
"Mekyerɛ sɛ na wɔwɔ, ɛtesɛ, na wɔwɔ mmɔfra num, na mmofra no baako wuuɛ. ",Abɔfra na owuuɛ no wɔwoo no yarefoɔ.,neutral
"Ɔkyerɛɛ sɛ na nisuo firi n'ani ase reba na ɔkaa sɛ, ɔsanso kaa sɛ Joe baa abrannaa no so.",Berɛ a ɔka kyerɛ no sɛ ɔmbra abrannaa hɔ no na nisuo wɔ n'ani ase.,entailment
"Ɔkyerɛɛ sɛ na nisuo firi n'ani ase reba na ɔkaa sɛ, ɔsanso kaa sɛ Joe baa abrannaa no so.",Ntɛmpa ara no ɔpepaa nisuo wɔ n'ani ase bere a ɔtoo Joe fri abrannaa no so.,contradiction
"Ɔkyerɛɛ sɛ na nisuo firi n'ani ase reba na ɔkaa sɛ, ɔsanso kaa sɛ Joe baa abrannaa no so.",N'ani gyei paa sɛ  ɔhu Joe na ofii ase sui. ,neutral
"Sɛ ogya to wiemuhyɛn mpo a, ebɛ hye na anane dadeɛ fa bi na anyinam ahoɔden no bue.",Anyinam ahoɔden betumi awɔ ogya mu nso.,neutral
"Sɛ ogya to wiemuhyɛn mpo a, ebɛ hye na anane dadeɛ fa bi na anyinam ahoɔden no bue.",Anyinam ahoɔden tumi bue firi dadeɛ fa bi bere a wiemuhyɛn no ahye akyi.,entailment
"Sɛ ogya to wiemuhyɛn mpo a, ebɛ hye na anane dadeɛ fa bi na anyinam ahoɔden no bue.",Anyinam ahoɔden no nsosɔ wɔ ogya mu.,contradiction
"Eyi ne Ɔkandifoɔ Owura Sergeant Clem Francis, kɔɔ ahomegye wɔ US Air Force.",Ɔkandifoɔ kɔ ahomegyeɛ wɔ U.S. Air Force mu.,entailment
"Eyi ne Ɔkandifoɔ Owura Sergeant Clem Francis, kɔɔ ahomegye wɔ US Air Force.",Ɔkandifoɔ kɔ ahomegyeɛ wɔ nnawɔtwe kakraa bi a atwam ni.,neutral
"Eyi ne Ɔkandifoɔ Owura Sergeant Clem Francis, kɔɔ ahomegye wɔ US Air Force.",US Air Force Ɔkandifoɔ no fii n'adwuma ase saa nnawɔtwe yi ara.,contradiction
Na eduu bɛbia na wiemuhyɛn mmienu anaase mmiensa duɛ wɔ nnawɔtwe mu na na minnim bɛbia na wɔtu rekɔ no. ,Wiemuhyɛn pii na wɔba nnawɔtwe biara.,entailment
Na eduu bɛbia na wiemuhyɛn mmienu anaase mmiensa duɛ wɔ nnawɔtwe mu na na minnim bɛbia na wɔtu rekɔ no. ,Wiemuhyɛn kɛseɛ ma ɔhaw ba. ,neutral
Na eduu bɛbia na wiemuhyɛn mmienu anaase mmiensa duɛ wɔ nnawɔtwe mu na na minnim bɛbia na wɔtu rekɔ no. ,Na wonni wiemuhyɛn biara a ɛba. ,contradiction
Na wɔn awie nteteeɛ no fa mmfrana adwuma na egyee me bere kakra sɛ wɔkɔ mmfrana adwuma no mu.,Ɛgye bosome mmiensa ansa na wɔawie nteteeɛ a wɔde di dwuma fa atade emu yɛ duru. ,neutral
Na wɔn awie nteteeɛ no fa mmfrana adwuma na egyee me bere kakra sɛ wɔkɔ mmfrana adwuma no mu.,Nteteeɛ a wɔde di dwuma fa atadea emu yɛ duru gye mmre. ,entailment
Na wɔn awie nteteeɛ no fa mmfrana adwuma na egyee me bere kakra sɛ wɔkɔ mmfrana adwuma no mu.,Yɛbetumi ama wo nteteeɛ a wude bedi dwuma fa atadea emu yɛ duru na ɛduruu ɛda no awieɛ.,contradiction
"Na mepɛ meka sɛ na amanneɛ biara nni ho sɛ wɔdi topaeɛ bekɔ efirisɛ mpae, ɛmfa ho sɛnea ɛkaa fam no. ",Wiemuhyɛnkafo no amma topaeɛ no anto.,neutral
"Na mepɛ meka sɛ na amanneɛ biara nni ho sɛ wɔdi topaeɛ bekɔ efirisɛ mpae, ɛmfa ho sɛnea ɛkaa fam no. ",Na topaeɛ no nni ho kwan sɛ ɛpae. ,entailment
"Na mepɛ meka sɛ na amanneɛ biara nni ho sɛ wɔdi topaeɛ bekɔ efirisɛ mpae, ɛmfa ho sɛnea ɛkaa fam no. ",Amanneɛ kɛse bi wɔ hɔ a topaeɛ no a ɛpae.,contradiction
Ɛte sɛ nea merebɔ mmɔdemmɔ sɛ mɛyɛ no pɛpɛɛpɛ nso?,Mengye ndi sɛdeɛ eyi te ma wo. ,contradiction
Ɛte sɛ nea merebɔ mmɔdemmɔ sɛ mɛyɛ no pɛpɛɛpɛ nso?,"Merebɔ mmɔden sɛ mɛyɛ saa adeɛ yi, na ɛda adi pefee. ",entailment
Ɛte sɛ nea merebɔ mmɔdemmɔ sɛ mɛyɛ no pɛpɛɛpɛ nso?,Merebɔ mmɔden sɛ me wie adwuma wɔ nnawɔtwe a edi hɔ mu.,neutral
"Nanso ɔkwan biara so, na mmoadoma no te gu mmɔnten so, ɛnkanka mmirekyie no.",Mmirekyie no dwane firi mmoa dan no mu da biara.,neutral
"Nanso ɔkwan biara so, na mmoadoma no te gu mmɔnten so, ɛnkanka mmirekyie no.",Mmirekyie no dwane da biara. ,entailment
"Nanso ɔkwan biara so, na mmoadoma no te gu mmɔnten so, ɛnkanka mmirekyie no.",Na wɔkora mmirekyie no ho bɔ wɔn ho ban.,contradiction
Ɛpono no mu too bere a yɛ kɔɔ mu.,Ɛpono no nyinaa buieɛ . ,contradiction
Ɛpono no mu too bere a yɛ kɔɔ mu.,Na nsafoa no wɔ yɛn hɔ.,neutral
Ɛpono no mu too bere a yɛ kɔɔ mu.,Yɛkɔɔ mu na ɛwom sɛ na wɔatoto apono no mu.,entailment
Na ɛsɛsɛ meka bɔ mu na me bɔ mmɔden susu ho saa.,Me nya akokoɔduro sɛ akontabuo na mehia na ɛsɛ sɛ mehu nea ɛrekɔ so.,neutral
Na ɛsɛsɛ meka bɔ mu na me bɔ mmɔden susu ho saa.,"Na mennim hwɛɛ mfa nkontabuo no ho, mepa wo kyɛw ma me kyerɛkyerɛ mu fann a medi mihu efi  no a ɛrekɔ so.",contradiction
Na ɛsɛsɛ meka bɔ mu na me bɔ mmɔden susu ho saa.,Mede nnyinasoɔ so abu ho akontaa.,entailment
Na ɛno yɛ bebree ɛfiri sɛ na maamefoɔ no nom nnubɔnenom. ,Mmaatan no entumi nnyae nnubɔnenom.,neutral
Na ɛno yɛ bebree ɛfiri sɛ na maamefoɔ no nom nnubɔnenom. ,Mmaatan no wɔnni baabiara fa aduro twerɛ ne nnubɔnenom.,contradiction
Na ɛno yɛ bebree ɛfiri sɛ na maamefoɔ no nom nnubɔnenom. ,Mmaatan no nom nnuro bɔne. ,entailment
"Ampa, ɛyɛ fɛ paa sɛ nsu tɔɛ.",Menfa ho sɛ nsu tɔ.,neutral
"Ampa, ɛyɛ fɛ paa sɛ nsu tɔɛ.",Ɛyɛ fɛ na nsu tɔ.,entailment
"Ampa, ɛyɛ fɛ paa sɛ nsu tɔɛ.",Ɛyɛ huhuuhu sɛ na owia no ɛhyerɛn daa. ,contradiction
Nnipa nkwaho hia anaa sɛ wutumi gye obi nya ahotɔ so. ,Nnipa nkwaho hia ne nkwan a ɛtɔ so mmienu. ,neutral
Nnipa nkwaho hia anaa sɛ wutumi gye obi nya ahotɔ so. ,Ɔdasani biara mfata sɛ wɔ siesie no.,contradiction
Nnipa nkwaho hia anaa sɛ wutumi gye obi nya ahotɔ so. ,Ɛmfa ho ne nsiesie sɛ nkwa so wɔ mfaso.,entailment
Abarimaa no ho yɛ nwanwa sɛ ɔwɔ dadeɛ ahomasen ɔhaw. ,Minnhu biribiara fa dadeɛ ahoma ɔhaw bi da. ,neutral
Abarimaa no ho yɛ nwanwa sɛ ɔwɔ dadeɛ ahomasen ɔhaw. ,Dadeɛ ahoma nnyɛ asɛm.,contradiction
Abarimaa no ho yɛ nwanwa sɛ ɔwɔ dadeɛ ahomasen ɔhaw. ,Ɔhaw bi wɔhɔ a ɛma dadeɛ ahoma ba. ,entailment
Na dede no te sɛ anigyedeɛ bebree na ɛyɛ me nwonwa nneɛma bebree a wɔbɛma ho kwan.,Na ɛnyɛ me nwonwa koraa sɛ wɔtew wɔn anim.,contradiction
Na dede no te sɛ anigyedeɛ bebree na ɛyɛ me nwonwa nneɛma bebree a wɔbɛma ho kwan.,Ɛyɛ me nwonwa sɛ wɔn maa wɔ fa aduani no ne nsa no.,neutral
Na dede no te sɛ anigyedeɛ bebree na ɛyɛ me nwonwa nneɛma bebree a wɔbɛma ho kwan.,Na ɛyɛ me nwonwa wɔ adea na wobetumi afa wɔn ho adi.,entailment
Nanso me mmɔfra  no adi mfe aduonu baako ne aduonu nan enti na ɛnsɛ sɛ meyɛ,Na ɛnhia me ɛfiri sɛ me mmɔfra a wɔn adi mfe aduonu.,entailment
Nanso me mmɔfra  no adi mfe aduonu baako ne aduonu nan enti na ɛnsɛ sɛ meyɛ,Ɛsɛ sɛ menya ɛfi sɛ wɔn mfe yɛ pɛ nti.,neutral
Nanso me mmɔfra  no adi mfe aduonu baako ne aduonu nan enti na ɛnsɛ sɛ meyɛ,Ɛsɛ sɛ menya ɛfi sɛ wɔn baanu adi mfe du ne dubaako.,contradiction
Ampa nnipa a wubetumi ayɛ adwuma wɔ mmre biara anaase wɔn adwene betumi ensi pɛ bere a wɔbɛ si gyinaeɛ,"Ampa, nnipa a wuntumi nyɛ bu atɛmmuo papa. ",entailment
Ampa nnipa a wubetumi ayɛ adwuma wɔ mmre biara anaase wɔn adwene betumi ensi pɛ bere a wɔbɛ si gyinaeɛ,"Ampa, nnipa a ebia ɛkɔm ndi wɔn no.",neutral
Ampa nnipa a wubetumi ayɛ adwuma wɔ mmre biara anaase wɔn adwene betumi ensi pɛ bere a wɔbɛ si gyinaeɛ,"Ampa, nnipa a wɔn gyinaesiɛ fa adwumayɛfoɔ a wɔnyɛ obubuafuo.",contradiction
Daabi wɔdaso wɔ nsrahwɛ na  wɔdaso kɔ nsrahwɛ wɔ mfedua aduosia bere mu.,Wɔn kɔɔ nsrahwɛ firi 1970 reba no. ,entailment
Daabi wɔdaso wɔ nsrahwɛ na  wɔdaso kɔ nsrahwɛ wɔ mfedua aduosia bere mu.,Wɔndɔ nsrahwɛ.,neutral
Daabi wɔdaso wɔ nsrahwɛ na  wɔdaso kɔ nsrahwɛ wɔ mfedua aduosia bere mu.,Wɔngyae nsrahwɛ nnansa yi ara.,contradiction
Ɔbɛyɛ den na wayɛ apɔmutenetene.,Wɔbetumi akyerɛkyerɛ sɛnea wobɛyɛ apɔmutenetene ade?,entailment
Ɔbɛyɛ den na wayɛ apɔmutenetene.,Menigye apɔmutenetene adi ho ɛfiri sɛ mehia akoma apɔmuden adwumadie.,neutral
Ɔbɛyɛ den na wayɛ apɔmutenetene.,Mepa wo kyew gyae apɔmutenetene kasa no.,contradiction
Ɛno nso baako yɛ na mandwene ɛno ho,Nyansa biara nim enti mede too gua nnawutwe a etwam no.,contradiction
Ɛno nso baako yɛ na mandwene ɛno ho,Ɛno yɛ asɛm a ɛyɛ papa.,entailment
Ɛno nso baako yɛ na mandwene ɛno ho,Nsonsonoeɛ a wɔbɔ no din yɛ papa.,neutral
da nhwɛ baanu nnawɔtwe biara wɔfrɛ no ɔmanni opanin da nhwɛ nanso na ɔrekɔ ɔmanni opanin beaeɛ ho,Wɔ bue da nhwɛ da biara ma mmɔfra wɔn a wonnii mfeɛ enum nko ara.,contradiction
da nhwɛ baanu nnawɔtwe biara wɔfrɛ no ɔmanni opanin da nhwɛ nanso na ɔrekɔ ɔmanni opanin beaeɛ ho,Na wɔmaa wɔn kɔɛ sen nnawɔtwe mmienu biara sɛ ɔmanni opanin no betumi ayɛ saa a,neutral
da nhwɛ baanu nnawɔtwe biara wɔfrɛ no ɔmanni opanin da nhwɛ nanso na ɔrekɔ ɔmanni opanin beaeɛ ho,Wɔ kae no sɛ ɔyɛ da nhwɛ opanin nanso na yɛ frɛ no beaeɛ edi mu.,entailment
na ɛno yɛ wɔn botaeɛ ,Na ɛno ni adea na wɔrepere. ,entailment
na ɛno yɛ wɔn botaeɛ ,Na eno nnyɛ dea wɔn pɛ.,contradiction
na ɛno yɛ wɔn botaeɛ ,Na wɔdii wɔn bɔtae no ho adwuma.,neutral
Etuo ho banbɔ kyerɛ sɛ wudi wɔnsa mmienu,Etuo fa baira entumi tɔ efi nsa baako a wɔde di adwuma.,neutral
Etuo ho banbɔ kyerɛ sɛ wudi wɔnsa mmienu,Akwan kɛseɛ a yɛbɛfa so adi atuo so no sɛ wode wɔ nan mmienu nyimaa bedi adwuma no.,contradiction
Etuo ho banbɔ kyerɛ sɛ wudi wɔnsa mmienu,Fa wonsa mmienu bere a wopɛ sɛ wohyɛ wo ho so.,entailment
na ɛno nso yɛ mpofirim adi a ɛfrɛ baabi a na minnim ɛfiri he na ɛba nanso,Mennim baabi a ɛfiri ba nanso na ɛyɛ ntɛm so.,entailment
na ɛno nso yɛ mpofirim adi a ɛfrɛ baabi a na minnim ɛfiri he na ɛba nanso,Ɛbaa ahoɔhare so nanso na menim baabi a na ɛbɛ firi aba.,neutral
na ɛno nso yɛ mpofirim adi a ɛfrɛ baabi a na minnim ɛfiri he na ɛba nanso,Na ɛba sɛ na ɛyɛ asikyire na menim pɛpɛɛpɛ bere a na ɛbɛ ba.,contradiction
daabi ampa ara na menim adi ko no a menngye nni,Minnim biribira fa ho.,entailment
daabi ampa ara na menim adi ko no a menngye nni,Minnim nyansa fa ɔdɔ ho nsɛm. ,neutral
daabi ampa ara na menim adi ko no a menngye nni,Na meresua adi no wɔ mfeɛ pii.,contradiction
ampa na ɔsombɔ na wonim,Ɔdwene sɛ wonim sɛ neho yɛ nwanwa. ,neutral
ampa na ɔsombɔ na wonim,Daabi na neho yɛ hu.,contradiction
ampa na ɔsombɔ na wonim,Aane ne ho yɛ paa yiye.,entailment
ampa ɔkyerɛ sɛ ɔbe nya adea wudi pepa fum te sɛ nea wobɛfa,Ɔkyerɛ sɛ ɔbɛtɔ vacuum.,contradiction
ampa ɔkyerɛ sɛ ɔbe nya adea wudi pepa fum te sɛ nea wobɛfa,Ɔkyerɛ sɛ ɔhwehwɛ dea wɔde pepa fam. ,entailment
ampa ɔkyerɛ sɛ ɔbe nya adea wudi pepa fum te sɛ nea wobɛfa,Na ɔpɛ sɛ ɔdi dea wudi pepa fam pepa mogya no.,neutral
"Ɛnyɛ wɔ ha koraa, yɛnyaa etuotoɔ bi wɔ kwantenpɔn a ɛyɛ bɛyɛ mfie mmiɛnsa firi yɛn fie ",Na etuotoɔ no yɛ anyɛ a kwansini ɔha firi baabi a mete no,contradiction
"Ɛnyɛ wɔ ha koraa, yɛnyaa etuotoɔ bi wɔ kwantenpɔn a ɛyɛ bɛyɛ mfie mmiɛnsa firi yɛn fie ",Na etuotoɔ no bɛn me fie no enti na me yam hyehye me sɛ mɛkɔ abɔnten,neutral
"Ɛnyɛ wɔ ha koraa, yɛnyaa etuotoɔ bi wɔ kwantenpɔn a ɛyɛ bɛyɛ mfie mmiɛnsa firi yɛn fie ","Etuotoɔ bi kɔɔ so wɔ me fie no nkyɛn, ɛnyɛ koraa wɔ saa mantam ha",entailment
Ɛyɛ nokorɛ ɛnhyɛda nsisi so.,"Me ne wo nyɛ adwene, esisi so paa.",contradiction
Ɛyɛ nokorɛ ɛnhyɛda nsisi so.,Me dwene sɛ wobɛtumi adi bem sɛ adeɛ no sisi so.,neutral
Ɛyɛ nokorɛ ɛnhyɛda nsisi so.,Wo di bem sɛ adeɛ no nsisi so.,entailment
Merebɔ mmɔden sɛ mɛsensɛn hɔ saa.,Mereyɛ sɛ mɛsɔ mu den.,entailment
Merebɔ mmɔden sɛ mɛsensɛn hɔ saa.,Merebɔ meho mmɔden paa.,neutral
Merebɔ mmɔden sɛ mɛsensɛn hɔ saa.,Mɛgyae mu na me nsan nhwɛ m'akyi.,contradiction
Yɛsi yɛnho kwan wɔ kwan a yɔde wura abɛɛfo nnimdeɛ ho daakye,Yɛresisi ahiade a ɛfata ma abɛɛfo nnimdeɛ ho daakye,entailment
Yɛsi yɛnho kwan wɔ kwan a yɔde wura abɛɛfo nnimdeɛ ho daakye,"Yɛsisi mfidie, enti yɛn daakye no bɛgyina AI so",neutral
Yɛsi yɛnho kwan wɔ kwan a yɔde wura abɛɛfo nnimdeɛ ho daakye,Yɛpɛ sɛ yɛsi abɛɛfo nnimdeɛ nkɔsoɔ ho kwan ,contradiction
"Wɔ nfatoho yi mu, nnipa mmoawa no nyinaa dane beredum","Ne korakora no, nnipa mmoawa no mu fa pɛ na ɔtumi dane beredum",contradiction
"Wɔ nfatoho yi mu, nnipa mmoawa no nyinaa dane beredum",Ɛbɛtumi aba sɛ nnipa mmoawa no nyinaa bɛsesa wɔn ahosuo,entailment
"Wɔ nfatoho yi mu, nnipa mmoawa no nyinaa dane beredum","Ebi wɔ hɔ a, nnipa nkwaboa no tumi dane bibire.",neutral
Daniel Yamins yɛ abranteɛ a w'aben wɔ nkontabuo mu.,Mr. Yamins yɛ ade paa wɔ nkontabuo mu.,entailment
Daniel Yamins yɛ abranteɛ a w'aben wɔ nkontabuo mu.,Mr. Yamin's botaeɛ nyinaa wɔ algebraic geometry mu.,neutral
Daniel Yamins yɛ abranteɛ a w'aben wɔ nkontabuo mu.,Mr. Yamins yɛ obi a ɔyɛ ade wɔ adwinnie mu nanso ɔmmɔ neho mmɔden wɔ nkontabuo mu koraa.,contradiction
"Na sɛ ɛte saa, ɛtaa bɛn ɛhyeɛ no?",Menim sɛ wɔnntu kwan mbɛn saa ɛhyeɛ no.,contradiction
"Na sɛ ɛte saa, ɛtaa bɛn ɛhyeɛ no?","Mepɛ sɛ mehu, ɛtaa wɔ England?",neutral
"Na sɛ ɛte saa, ɛtaa bɛn ɛhyeɛ no?",Na ɔkasafoɔ no pɛsɛ ɔhu mu yie mprɛ dodoɔ a ɔkɔ ɛhyeɛ no nkyɛn,entailment
"Na ɔwɔ, medwene sɛ, molecule ho akwankyeɛde bi sɛ biosphere no kɔso a sesa neho wɔ beaeɛ a nkwa wɔ no.",Asaasefa a ɛma nkwa no sesa mprɛ bebree.,entailment
"Na ɔwɔ, medwene sɛ, molecule ho akwankyeɛde bi sɛ biosphere no kɔso a sesa neho wɔ beaeɛ a nkwa wɔ no.",Asaasefa a ɛma nkwa no sesa esiane ahoɔhyeɛ no.,neutral
"Na ɔwɔ, medwene sɛ, molecule ho akwankyeɛde bi sɛ biosphere no kɔso a sesa neho wɔ beaeɛ a nkwa wɔ no.",Asaasefa a ɛma nkwa no nsesa da.,contradiction
"Wɔ saa mmɔtra yi so, regular crystals ɛntumi mfa nsɛm bebree nhyɛ mu.",Regular crystals yɛ adeɛ a ɛtumi kora nsɛm bebree.,contradiction
"Wɔ saa mmɔtra yi so, regular crystals ɛntumi mfa nsɛm bebree nhyɛ mu.",Regular crystals nnyɛ sɛ wɔde bɛkora nsɛm.,entailment
"Wɔ saa mmɔtra yi so, regular crystals ɛntumi mfa nsɛm bebree nhyɛ mu.",Wɔwɔ aboɔ a ɛhyerɛn ahoroɔ bi a ɛho hia sɛ wɔbɛfa laser beam so de ahyehyɛ nsɛm a ɛfa mmeaeɛ ho.,neutral
"Enti no, mpaninfoɔ nhia sɛ wɔbɛtete mmɔfra wɔ nyaatom mu, te sɛ sɛneɛ ɔyɛ no mmerɔ bi no sɛ ɔrekyerɛ wɛn sɛneɛ ɔyɛ ahodwirewde anaa nnwuma a ɛte saa",Mmɔfra a wahyɛ sukuu ase yɛ ade wɔ ahdwirewde adoro mu kyɛn ngoro a yɛpatu na yɛdi mu,contradiction
"Enti no, mpaninfoɔ nhia sɛ wɔbɛtete mmɔfra wɔ nyaatom mu, te sɛ sɛneɛ ɔyɛ no mmerɔ bi no sɛ ɔrekyerɛ wɛn sɛneɛ ɔyɛ ahodwirewde anaa nnwuma a ɛte saa",Mmɔfra a wahyɛ sukuu ase no nhia mmoa bebree saa sɛ ɔbɔsua sɛneɛ wɔde mpatuo agoro,entailment
"Enti no, mpaninfoɔ nhia sɛ wɔbɛtete mmɔfra wɔ nyaatom mu, te sɛ sɛneɛ ɔyɛ no mmerɔ bi no sɛ ɔrekyerɛ wɛn sɛneɛ ɔyɛ ahodwirewde anaa nnwuma a ɛte saa",Mmɔfra a wahyɛ sukuu ase nhia ewiem nhwɛsoɔ yansa mu nimdeɛ sɛdeɛ wɔn ankasa bɛhu ahintasɛm.,neutral
Wɔwoo ɔman no wɔ faahodie mu na ode ne sii hɔ maa gyinayɛ no sɛ wɔbɔɔ onipa nyinaa pɛ,Wɔtwerɛɛ nsɛm a ɛfa saa nnyinasoɔ yi so wɔ nkrataa bebree mu,neutral
Wɔwoo ɔman no wɔ faahodie mu na ode ne sii hɔ maa gyinayɛ no sɛ wɔbɔɔ onipa nyinaa pɛ,Nkorofoɔ binom gye to mu sɛ wɔbɔɔ nnipa nyinaa pɛ,entailment
Wɔwoo ɔman no wɔ faahodie mu na ode ne sii hɔ maa gyinayɛ no sɛ wɔbɔɔ onipa nyinaa pɛ,Wɔtee ɔman no wɔ gyidie no so sɛ nnipa binom yɛ papa kyɛn binom,contradiction
Ɛwɔ sɛ meyi n'ayɛ kyɛn sei?,Mewɔ ahotɔsoɔ sɛ ɛwɔ sɔ mebo no wɔ ne nkoguo no ho,contradiction
Ɛwɔ sɛ meyi n'ayɛ kyɛn sei?,Meredwene sɛ ɔhia anisɔ bebree ɔfiri me hɔ anaa,entailment
Ɛwɔ sɛ meyi n'ayɛ kyɛn sei?,Ɛwɔ sɛ me yi n'ayɛ kyɛn sei wɔ ne nsenkubɔ no ho?,neutral
Spin abɛɛfo nkyerɛkyerɛ betumi ayɛ yɛbea wɔ dierent tɛtrɛtɛ mu.,Tɛtrɛtɛ mu foforo betumi adi dwuma wɔ spin abɛɛfo nkyerɛkyerɛ mu.,entailment
Spin abɛɛfo nkyerɛkyerɛ betumi ayɛ yɛbea wɔ dierent tɛtrɛtɛ mu.,Spin abɛɛfo ɛboa paa wɔ ɛkwan a wɔfa so kora nokorɛ fidibɔdwuma.,neutral
Spin abɛɛfo nkyerɛkyerɛ betumi ayɛ yɛbea wɔ dierent tɛtrɛtɛ mu.,Spin abɛɛfo ntumi ma nsusuiɛ a ɛda soronko fa tɛtrɛtɛ mu ho.,contradiction
